,ID,GeneID,geneSymbol,chr,strand,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference
A3_ss,19429,ENSG00000103042.9,SLC38A7,chr16,-,"23,13,26,53,18,27,20","0,0,0,0,1,1,2","16,6,23,20,33,29,32,30,18,32","2,1,4,0,2,4,7,1,0,1",131,99,3.33E-05,0.003460406,"1.0,1.0,1.0,1.0,0.932,0.953,0.883","0.858,0.819,0.813,1.0,0.926,0.846,0.776,0.958,1.0,0.96",0.071
A3_ss,11679,ENSG00000151729.11,SLC25A4,chr4,+,"88,175,208,251,159,100,000","225,129,220,247,237,000,000","167,96,118,86,140,124,196,215,105,115","313,150,314,174,406,000,000,000,000,000",503,99,3.47E-05,0.003562781,"0.071,0.211,0.157,0.167,0.117,0.069,0.079","0.095,0.112,0.069,0.089,0.064,0.114,0.08,0.086,0.11,0.056",0.037
A3_ss,22178,ENSG00000083067.27,TRPM3,chr9,-,"353,408,435,685,850,000,000","331,352,461,565,339,000,000","12,866,978,021,079,100,000,000,000,000,000,000","531,269,469,407,788,000,000,000,000,000",200,99,3.47E-05,0.003562781,"0.346,0.365,0.318,0.375,0.554,0.465,0.41","0.545,0.562,0.458,0.568,0.444,0.598,0.504,0.581,0.543,0.399",-0.115
A3_ss,8085,ENSG00000144381.18,HSPD1,chr2,-,"70,427,302,804,391,200,000,000,000","4,33,119,90,0,0,12","151,811,101,539,789,000,000,000,000,000,000,000,000","1,2,2,0,1,4,23,31,8,18",1148,99,3.68E-05,0.00375233,"0.938,0.877,0.67,0.789,1.0,1.0,0.921","0.992,0.98,0.985,1.0,0.991,0.978,0.903,0.889,0.938,0.908",-0.071
A3_ss,2799,ENSG00000126246.10,IGFLR1,chr19,-,"27,49,43,74,37,36,78","0,0,0,16,0,0,3","42,22,35,23,26,38,31,60,33,45","0,0,0,0,0,2,0,0,1,0",416,99,3.79E-05,0.003834816,"1.0,1.0,1.0,0.524,1.0,1.0,0.861","1.0,1.0,1.0,1.0,1.0,0.819,1.0,1.0,0.887,1.0",-0.058
A3_ss,2798,ENSG00000126246.10,IGFLR1,chr19,-,"1,4,7,5,2,10,12","0,0,0,2,0,0,0","1,2,6,4,4,3,9,14,3,11","0,0,2,1,1,1,6,4,0,2",101,99,3.93E-05,0.003898751,"1.0,1.0,1.0,0.71,1.0,1.0,1.0","1.0,1.0,0.746,0.797,0.797,0.746,0.595,0.774,1.0,0.844",0.129
A3_ss,4932,ENSG00000058272.19,PPP1R12A,chr12,-,"25,45,50,61,60,76,46","43,41,88,116,42,116,103","42,152,161,50,85,30,56,55,80,93","48,27,95,29,87,39,108,77,48,124",850,99,3.93E-05,0.003898751,"0.063,0.113,0.062,0.058,0.143,0.071,0.049","0.092,0.396,0.165,0.167,0.102,0.082,0.057,0.077,0.163,0.08",-0.058
A3_ss,5659,ENSG00000304309.1,ENSG00000304309,chr12,-,"17,54,48,75,45,59,42","1,1,1,0,0,2,0","98,21,17,14,26,23,22,44,23,32","1,1,1,0,1,3,5,3,1,4",287,99,3.91E-05,0.003898751,"0.854,0.949,0.943,1.0,1.0,0.911,1.0","0.971,0.879,0.854,1.0,0.9,0.726,0.603,0.835,0.888,0.734",0.112
A3_ss,7896,ENSG00000242282.7,ENSG00000242282,chr2,-,"5,1,2,3,2,4,5","1,5,0,3,1,2,0","6,6,3,2,3,2,3,6,1,2","0,0,1,1,0,1,4,0,0,0",184,99,4.09E-05,0.004024155,"0.729,0.097,1.0,0.35,0.518,0.518,1.0","1.0,1.0,0.617,0.518,1.0,0.518,0.288,1.0,1.0,1.0",-0.192
A3_ss,177,ENSG00000089472.18,HEPH,chrX,+,"61,41,52,95,44,48,161","0,1,1,7,0,0,3","90,68,81,31,67,9,12,13,67,88","0,0,0,0,0,0,0,0,0,4",2834,99,4.15E-05,0.004035282,"1.0,0.589,0.645,0.322,1.0,1.0,0.652","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.435",-0.2
A3_ss,19584,ENSG00000151090.20,THRB,chr3,-,"3,6,2,18,7,12,16","0,1,0,2,1,0,2","8,9,6,2,19,4,12,9,3,9","2,1,4,0,8,3,0,1,0,0",147,99,4.15E-05,0.004035282,"1.0,0.802,1.0,0.858,0.825,1.0,0.843","0.729,0.858,0.503,1.0,0.615,0.473,1.0,0.858,1.0,1.0",0.1
A3_ss,10056,ENSG00000064545.15,TMEM161A,chr19,-,"56,24,36,63,62,91,59","0,0,1,0,1,0,1","83,24,55,38,55,40,77,81,36,69","4,1,0,1,3,2,2,5,1,5",174,99,4.20E-05,0.004055078,"1.0,1.0,0.953,1.0,0.972,1.0,0.971","0.922,0.932,1.0,0.956,0.913,0.919,0.956,0.902,0.953,0.887",0.051
A3_ss,4189,ENSG00000092068.21,SLC7A8,chr14,-,"51,67,59,64,38,55,24","191,69,107,131,93,176,160","40,22,40,23,38,26,27,36,20,42","245,59,96,98,197,63,93,128,116,232",267,99,4.29E-05,0.004061664,"0.09,0.265,0.17,0.153,0.132,0.104,0.053","0.057,0.121,0.134,0.08,0.067,0.133,0.097,0.094,0.06,0.063",0.048
A3_ss,5191,ENSG00000123358.20,NR4A1,chr12,+,"3,669,048,721,416,680,000,000","6,27,34,58,0,0,29","352,692,755,37,60,870,1016,1404,629,747","9,0,1,0,0,10,27,13,7,30",266,99,4.28E-05,0.004061664,"0.958,0.926,0.905,0.901,1.0,1.0,0.895","0.936,1.0,0.996,1.0,1.0,0.97,0.933,0.976,0.971,0.903",-0.028
A3_ss,11353,ENSG00000033627.18,ATP6V0A1,chr17,+,"0,0,1,0,0,3,5","38,41,90,75,53,141,126","6,0,5,0,4,2,14,4,4,5","70,40,116,51,133,55,113,136,57,146",102,99,4.25E-05,0.004061664,"0.0,0.0,0.011,0.0,0.0,0.02,0.037","0.077,0.0,0.04,0.0,0.028,0.034,0.107,0.028,0.064,0.032",-0.031
A3_ss,2800,ENSG00000126246.10,IGFLR1,chr19,-,"28,51,50,75,39,37,89","0,0,0,16,0,0,3","43,24,40,24,27,40,33,69,37,48","0,0,0,0,0,2,0,0,1,0",418,99,4.42E-05,0.004160734,"1.0,1.0,1.0,0.526,1.0,1.0,0.875","1.0,1.0,1.0,1.0,1.0,0.826,1.0,1.0,0.898,1.0",-0.058
A3_ss,17236,ENSG00000215068.11,ANXA2R-AS1,chr5,+,"41,53,32,82,36,53,109","0,2,4,6,2,3,5","75,46,55,54,46,59,38,100,37,48","1,2,1,3,0,0,2,2,0,1",438,99,4.91E-05,0.00459251,"1.0,0.857,0.644,0.755,0.803,0.8,0.831","0.944,0.839,0.926,0.803,1.0,1.0,0.811,0.919,1.0,0.916",-0.103
A3_ss,3713,ENSG00000273749.5,CYFIP1,chr15,-,"10,9,5,14,3,9,12","0,1,4,2,1,6,4","12,3,3,3,3,4,8,11,5,9","0,0,5,0,2,0,0,0,1,1",126,99,4.95E-05,0.004598744,"1.0,0.876,0.495,0.846,0.702,0.541,0.702","1.0,1.0,0.32,1.0,0.541,1.0,1.0,1.0,0.797,0.876",-0.116
A3_ss,7895,ENSG00000242282.7,ENSG00000242282,chr2,-,"5,1,1,3,2,2,4","1,5,0,3,1,2,0","6,5,1,2,3,2,3,4,1,1","0,0,1,1,0,1,4,0,0,0",160,99,5.21E-05,0.004810574,"0.756,0.11,1.0,0.382,0.553,0.382,1.0","1.0,1.0,0.382,0.553,1.0,0.553,0.317,1.0,1.0,1.0",-0.183
A3_ss,21523,ENSG00000120896.14,SORBS3,chr8,+,"131,257,326,433,126,000,000","0,3,16,10,1,2,7","353,139,276,123,279,000,000,000,000,000","3,3,3,0,0,2,5,1,1,3",618,99,5.25E-05,0.004821501,"1.0,0.932,0.765,0.874,0.953,0.942,0.836","0.95,0.881,0.936,1.0,1.0,0.927,0.923,0.984,0.953,0.929",-0.048
A3_ss,7731,ENSG00000213928.10,IRF9,chr14,+,"336,492,408,847,351,000,000","1,1,5,8,1,0,3","540,304,396,315,468,000,000,000,000,000","0,1,1,0,0,0,0,0,0,1",1332,99,5.36E-05,0.004894807,"0.961,0.973,0.858,0.887,0.963,1.0,0.958","1.0,0.958,0.967,1.0,1.0,1.0,1.0,1.0,1.0,0.969",-0.047
A3_ss,17242,ENSG00000215068.11,ANXA2R-AS1,chr5,+,"6,13,11,21,12,20,22","0,2,4,6,2,3,5","23,17,16,15,18,12,11,17,11,18","1,2,1,3,0,0,2,2,0,1",169,99,5.50E-05,0.004993486,"1.0,0.792,0.617,0.672,0.779,0.796,0.72","0.931,0.833,0.904,0.745,1.0,1.0,0.763,0.833,1.0,0.913",-0.124
A3_ss,3672,ENSG00000221926.13,TRIM16,chr17,-,"7,13,23,10,12,17,34","0,0,2,1,2,4,0","23,10,10,12,29,12,22,13,14,17","4,1,6,5,10,2,6,5,1,7",313,99,5.57E-05,0.005026112,"1.0,1.0,0.784,0.76,0.655,0.573,1.0","0.645,0.76,0.345,0.432,0.478,0.655,0.537,0.451,0.816,0.434",0.269
A3_ss,776,ENSG00000214078.13,CPNE1,chr20,-,"42,50,134,143,41,122,94","0,0,0,0,0,0,0","73,41,114,23,69,40,51,81,24,58","0,0,0,0,0,0,0,0,26,55",102,99,6.02E-05,0.005301633,"1.0,1.0,1.0,1.0,1.0,1.0,1.0","1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.473,0.506",0.102
A3_ss,9946,ENSG00000123815.13,COQ8B,chr19,-,"113,165,183,217,197,000,000","80,61,82,88,41,75,104","246,200,216,246,302,000,000,000,000,000","120,42,77,33,104,83,147,134,39,106",3412,99,5.92E-05,0.005301633,"0.039,0.073,0.061,0.067,0.122,0.086,0.053","0.056,0.121,0.075,0.178,0.078,0.105,0.062,0.11,0.167,0.077",-0.031
A3_ss,10987,ENSG00000115286.21,NDUFS7,chr19,+,"28,14,11,30,8,14,19","209,106,256,291,141,000,000","18,12,7,5,2,16,13,32,6,5","329,113,456,140,537,000,000,000,000,000",189,99,6.01E-05,0.005301633,"0.066,0.065,0.022,0.051,0.029,0.013,0.022","0.028,0.053,0.008,0.018,0.002,0.049,0.012,0.039,0.025,0.006",0.014
A3_ss,14796,ENSG00000188385.13,JAKMIP3,chr10,+,"2,6,5,10,9,7,16","3,4,5,10,3,2,5","0,5,9,0,3,3,3,4,1,4","1,7,13,2,8,4,6,8,8,11",130,99,5.98E-05,0.005301633,"0.337,0.533,0.432,0.432,0.696,0.727,0.709","0.0,0.352,0.345,0.0,0.222,0.364,0.276,0.276,0.087,0.217",0.338
A3_ss,17239,ENSG00000215068.11,ANXA2R-AS1,chr5,+,"27,44,23,61,27,40,82","0,2,4,6,2,3,5","61,40,33,46,37,47,26,61,29,38","1,2,1,3,0,0,2,2,0,1",355,99,6.06E-05,0.005307766,"1.0,0.86,0.616,0.739,0.79,0.788,0.821","0.944,0.848,0.902,0.81,1.0,1.0,0.784,0.895,1.0,0.914",-0.108
A3_ss,12568,ENSG00000009307.17,CSDE1,chr1,-,"93,115,141,176,101,100,000","242,427,626,573,449,000,000","157,119,168,95,140,72,95,91,133,186","4,814,298,094,501,000,000,000,000,000,000",807,99,6.12E-05,0.005323489,"0.045,0.032,0.027,0.036,0.027,0.026,0.034","0.039,0.033,0.025,0.025,0.017,0.02,0.016,0.016,0.035,0.024",0.007
A3_ss,8039,ENSG00000138640.15,FAM13A,chr4,-,"397,443,417,710,187,000,000","71,95,134,188,40,94,55","293,119,145,146,185,110,138,212,82,94","84,31,79,49,86,55,88,103,48,62",362,99,6.30E-05,0.005448659,"0.605,0.56,0.46,0.508,0.561,0.449,0.378","0.488,0.512,0.334,0.449,0.37,0.354,0.3,0.36,0.318,0.293",0.125
A3_ss,714,ENSG00000062598.18,ELMO2,chr20,-,"33,8,17,31,16,43,43","10,6,12,13,3,18,23","60,27,31,14,42,21,41,40,31,59","7,3,8,1,8,1,9,6,4,22",128,99,6.40E-05,0.005507679,"0.718,0.508,0.523,0.648,0.805,0.649,0.591","0.869,0.874,0.75,0.915,0.802,0.942,0.779,0.838,0.857,0.675",-0.196
A3_ss,4231,ENSG00000105136.22,ZNF419,chr19,+,"0,4,1,1,3,3,0","18,0,0,0,0,0,4","0,0,4,0,6,1,5,2,0,2","4,2,12,6,9,0,6,7,1,3",115,99,6.48E-05,0.00553957,"0.0,1.0,1.0,1.0,1.0,1.0,0.0","0.0,0.0,0.223,0.0,0.365,1.0,0.418,0.197,0.0,0.365",0.457
A3_ss,2749,ENSG00000259847.3,LINC02126,chr16,-,"8,9,6,10,10,21,14","0,0,0,0,3,1,0","7,2,1,3,1,12,10,19,24,52","0,0,2,0,0,0,4,4,3,9",215,99,6.60E-05,0.005613714,"1.0,1.0,1.0,1.0,0.606,0.906,1.0","1.0,1.0,0.187,1.0,1.0,1.0,0.535,0.686,0.786,0.727",0.138
A3_ss,3299,ENSG00000291027.2,UBE2Q2P1,chr15,-,"1,8,15,10,8,13,8","0,2,3,1,1,0,1","7,7,12,9,14,5,9,14,7,11","3,1,7,1,7,2,4,0,3,15",124,99,6.84E-05,0.005729442,"1.0,0.762,0.8,0.889,0.865,1.0,0.865","0.651,0.848,0.578,0.878,0.615,0.666,0.642,1.0,0.651,0.369",0.193
A3_ss,6988,ENSG00000070087.15,PFN2,chr3,-,"152,134,139,213,278,000,000","107,45,62,68,147,270,281","554,383,553,437,648,000,000,000,000,000","183,120,228,121,252,60,148,113,145,305",421,99,6.85E-05,0.005729442,"0.25,0.412,0.345,0.424,0.308,0.221,0.225","0.416,0.429,0.363,0.459,0.377,0.574,0.426,0.522,0.371,0.31",-0.113
A3_ss,17650,ENSG00000259673.7,IQCH-AS1,chr15,-,"2,0,0,3,5,2,6","2,7,9,14,2,17,27","5,1,4,4,3,6,6,20,5,8","12,1,14,5,10,1,3,6,2,4",293,99,6.82E-05,0.005729442,"0.253,0.0,0.0,0.068,0.458,0.038,0.07","0.123,0.253,0.088,0.213,0.092,0.67,0.403,0.53,0.458,0.403",-0.197
A3_ss,2736,ENSG00000135720.13,DYNC1LI2,chr16,-,"29,7,6,33,2,6,43","203,58,237,293,50,236,313","34,6,7,3,3,5,10,12,3,7","390,55,264,35,234,48,250,206,41,247",139,99,7.11E-05,0.005910354,"0.092,0.079,0.018,0.074,0.028,0.018,0.089","0.058,0.072,0.019,0.058,0.009,0.069,0.028,0.04,0.05,0.02",0.015
A3_ss,325,ENSG00000100429.18,HDAC10,chr22,-,"26,52,65,89,45,65,51","6,3,13,8,1,4,3","68,22,51,26,70,54,98,149,28,59","3,2,2,1,2,0,8,1,2,2",130,99,7.57E-05,0.0062292,"0.767,0.93,0.792,0.894,0.972,0.925,0.928","0.945,0.893,0.951,0.952,0.964,1.0,0.903,0.991,0.914,0.957",-0.06
A3_ss,10304,ENSG00000120539.15,MASTL,chr10,+,"0,1,1,4,1,0,4","8,2,1,2,7,7,5","0,4,4,3,9,4,2,6,3,3","2,4,0,0,0,3,3,8,0,4",102,99,7.57E-05,0.0062292,"0.0,0.327,0.493,0.66,0.122,0.0,0.437","0.0,0.493,1.0,1.0,1.0,0.564,0.393,0.421,1.0,0.421",-0.338
A3_ss,7182,ENSG00000133805.16,AMPD3,chr11,+,"25,46,65,78,33,90,36","2,3,15,4,2,13,1","24,27,64,27,51,48,73,77,21,81","0,1,6,0,1,3,2,5,2,1",130,99,7.74E-05,0.006245282,"0.905,0.921,0.767,0.937,0.926,0.841,0.965","1.0,0.954,0.89,1.0,0.975,0.924,0.965,0.921,0.889,0.984",-0.056
A3_ss,7390,ENSG00000166676.17,TVP23A,chr16,-,"41,31,38,81,55,65,107","0,1,1,1,1,5,5","93,58,77,59,59,41,51,91,83,95","0,0,1,0,0,0,4,0,0,2",476,99,7.70E-05,0.006245282,"1.0,0.866,0.888,0.944,0.92,0.73,0.817","1.0,1.0,0.941,1.0,1.0,1.0,0.726,1.0,1.0,0.908",-0.077
A3_ss,10148,ENSG00000107223.13,EDF1,chr9,-,"38,101,78,118,66,78,113","186,188,301,347,223,000,000","97,55,59,85,73,58,79,79,67,55","369,241,475,327,828,000,000,000,000,000",250,99,7.65E-05,0.006245282,"0.075,0.175,0.093,0.119,0.105,0.056,0.068","0.094,0.083,0.047,0.093,0.034,0.106,0.083,0.084,0.082,0.038",0.024
A3_ss,14277,ENSG00000187049.11,TMEM216,chr11,+,"17,11,34,14,11,15,15","0,0,0,0,8,11,0","6,13,26,7,14,9,9,14,8,20","0,0,0,9,15,11,10,13,11,20",108,99,7.80E-05,0.006245282,"1.0,1.0,1.0,1.0,0.558,0.556,1.0","1.0,1.0,1.0,0.416,0.461,0.429,0.452,0.497,0.4,0.478",0.26
A3_ss,21470,ENSG00000155975.10,VPS37A,chr8,+,"0,12,10,14,11,13,11","17,15,61,78,31,101,66","11,19,21,16,21,13,14,21,12,24","36,29,90,17,62,15,42,57,29,87",405,99,7.79E-05,0.006245282,"0.0,0.164,0.039,0.042,0.08,0.031,0.039","0.07,0.138,0.054,0.187,0.076,0.175,0.075,0.083,0.092,0.063",-0.045
A3_ss,9656,ENSG00000116044.17,NFE2L2,chr2,-,"14,9,9,26,11,10,14","148,46,126,107,101,224,160","10,7,9,6,9,4,5,12,7,10","156,101,242,89,195,80,121,142,99,237",121,99,7.86E-05,0.006262304,"0.072,0.138,0.055,0.166,0.082,0.035,0.067","0.05,0.054,0.03,0.052,0.036,0.039,0.033,0.065,0.055,0.033",0.043
A3_ss,8882,ENSG00000163703.20,CRELD1,chr3,+,"60,125,109,175,73,91,52","1,3,2,9,0,1,2","219,41,53,36,43,53,57,80,52,62","2,0,0,0,2,0,0,1,1,1",314,99,8.17E-05,0.006474359,"0.95,0.929,0.945,0.86,1.0,0.966,0.891","0.972,1.0,1.0,1.0,0.871,1.0,1.0,0.962,0.943,0.951",-0.035
A3_ss,20364,ENSG00000058404.21,CAMK2B,chr7,-,"0,2,0,3,2,2,1","24,12,27,39,17,39,25","2,3,2,3,6,2,2,15,0,6","22,12,37,14,29,17,40,55,9,33",135,99,8.26E-05,0.00650696,"0.0,0.109,0.0,0.053,0.079,0.036,0.028","0.063,0.155,0.038,0.136,0.132,0.079,0.035,0.167,0.0,0.118",-0.049
A3_ss,13760,ENSG00000067141.17,NEO1,chr15,+,"8,7,3,14,2,11,21","37,31,55,69,30,69,55","2,10,10,0,2,4,7,1,1,8","38,20,83,29,77,26,48,55,55,116",147,99,8.43E-05,0.006604289,"0.127,0.132,0.035,0.12,0.043,0.097,0.205","0.034,0.252,0.075,0.0,0.017,0.094,0.089,0.012,0.012,0.044",0.046
A3_ss,7868,ENSG00000114867.22,EIF4G1,chr3,+,"18,23,8,28,11,14,19","418,317,567,602,269,000,000","13,12,15,13,12,7,4,12,9,13","770,262,611,305,666,000,000,000,000,000",130,99,8.67E-05,0.006758325,"0.032,0.052,0.011,0.034,0.03,0.016,0.023","0.013,0.034,0.018,0.031,0.014,0.015,0.004,0.013,0.021,0.013",0.011
A3_ss,21761,ENSG00000242086.9,MUC20-OT1,chr3,+,"196,339,342,590,297,000,000","2,10,9,2,4,10,9","699,137,197,122,194,000,000,000,000,000","46,1,9,4,5,8,23,31,4,8",417,99,9.35E-05,0.007249278,"0.959,0.889,0.9,0.986,0.946,0.908,0.882","0.783,0.97,0.839,0.879,0.902,0.925,0.835,0.843,0.938,0.906",0.042
A3_ss,6377,ENSG00000182087.14,TMEM259,chr19,-,"331,341,535,766,283,000,000","71,76,150,201,51,122,143","392,227,512,279,580,000,000,000,000,000","85,34,90,39,120,52,110,97,40,133",150,99,9.57E-05,0.00734913,"0.755,0.748,0.702,0.716,0.786,0.778,0.713","0.753,0.815,0.79,0.825,0.761,0.807,0.803,0.84,0.818,0.726",-0.051
A3_ss,7114,ENSG00000177963.15,RIC8A,chr11,+,"2,3,7,4,2,5,1","129,81,175,190,60,125,193","5,5,7,3,11,5,17,9,1,11","135,45,101,63,165,95,212,249,74,143",117,99,9.62E-05,0.00734913,"0.013,0.03,0.033,0.018,0.027,0.033,0.004","0.03,0.086,0.055,0.039,0.053,0.043,0.064,0.03,0.011,0.061",-0.025
A3_ss,12110,ENSG00000127586.17,CHTF18,chr16,+,"3,2,0,2,1,3,4","1,1,5,4,1,7,4","0,0,2,1,1,0,2,0,0,0","9,4,5,0,5,2,12,15,3,13",269,99,9.60E-05,0.00734913,"0.525,0.424,0.0,0.155,0.269,0.136,0.269","0.0,0.0,0.128,1.0,0.069,0.0,0.058,0.0,0.0,0.0",0.129
A3_ss,479,ENSG00000186716.21,BCR,chr22,+,"18,16,26,45,14,23,25","108,72,165,164,60,150,149","30,4,9,10,18,7,7,40,7,12","179,32,128,49,173,68,203,180,58,162",480,99,9.84E-05,0.00739995,"0.033,0.044,0.031,0.054,0.046,0.031,0.033","0.033,0.025,0.014,0.04,0.021,0.021,0.007,0.044,0.024,0.015",0.014
A3_ss,6898,ENSG00000225138.8,SLC9A3-AS1,chr5,+,"19,23,14,60,20,25,32","6,3,2,0,4,16,2","14,27,40,16,7,11,4,18,27,40","29,11,26,6,7,3,4,8,5,16",183,99,9.83E-05,0.00739995,"0.631,0.806,0.791,1.0,0.73,0.458,0.896","0.207,0.57,0.454,0.591,0.351,0.665,0.351,0.549,0.745,0.575",0.253
A3_ss,23714,ENSG00000151208.17,DLG5,chr10,-,"1,15,9,19,18,17,10","51,56,140,154,58,171,108","8,8,4,5,6,5,7,8,5,8","65,37,120,49,149,68,151,146,57,190",166,99,9.74E-05,0.00739995,"0.012,0.138,0.037,0.069,0.156,0.056,0.052","0.068,0.114,0.019,0.057,0.023,0.042,0.027,0.032,0.05,0.024",0.029
A3_ss,16148,ENSG00000138002.16,IFT172,chr2,-,"10,3,8,11,4,7,6","105,94,137,160,73,169,134","0,5,2,7,4,0,6,7,4,5","136,81,165,107,226,95,207,285,93,238",122,99,0.000101101,0.007567397,"0.072,0.025,0.045,0.053,0.043,0.033,0.035","0.0,0.048,0.01,0.05,0.014,0.0,0.023,0.02,0.034,0.017",0.022
A3_ss,21065,ENSG00000236753.8,MKLN1-AS,chr7,-,"9,11,15,11,15,26,19","2,5,0,1,3,4,1","22,16,19,9,16,17,20,11,9,15","1,1,0,0,4,0,2,0,0,1",139,99,0.000102645,0.007644756,"0.762,0.61,1.0,0.887,0.781,0.822,0.931","0.94,0.919,1.0,1.0,0.74,1.0,0.877,1.0,1.0,0.914",-0.111
A3_ss,19231,ENSG00000291047.2,ENSG00000291047,chr16,-,"25,12,28,21,15,101,21","7,5,12,18,4,9,35","44,27,83,18,87,22,85,63,25,64","4,5,9,6,17,0,4,6,5,15",141,99,0.000104493,0.007743867,"0.715,0.628,0.621,0.45,0.725,0.887,0.296","0.885,0.791,0.866,0.678,0.782,1.0,0.937,0.881,0.778,0.75",-0.217
A3_ss,9584,ENSG00000091136.15,LAMB1,chr7,-,"15,47,39,68,71,62,67","159,195,361,423,154,000,000","23,55,64,64,66,89,148,167,62,78","114,105,246,186,526,000,000,000,000,000",215,99,0.000110887,0.00817725,"0.042,0.1,0.047,0.069,0.175,0.069,0.077","0.085,0.194,0.107,0.137,0.055,0.147,0.128,0.124,0.119,0.061",-0.033
A3_ss,19655,ENSG00000130635.17,COL5A1,chr9,+,"9,28,38,83,17,37,41","0,2,4,1,3,2,3","20,22,26,10,25,28,48,44,34,83","5,4,6,4,5,1,6,7,6,14",231,99,0.000117128,0.008595148,"1.0,0.857,0.803,0.973,0.708,0.888,0.854","0.632,0.702,0.65,0.517,0.682,0.923,0.774,0.729,0.708,0.718",0.165
A3_ss,6385,ENSG00000149187.19,CELF1,chr11,-,"50,56,97,93,57,98,77","35,19,41,49,25,90,52","159,63,128,79,132,68,100,107,60,162","46,14,51,20,53,15,45,27,16,71",111,99,0.000120529,0.008801552,"0.56,0.724,0.678,0.629,0.67,0.493,0.569","0.755,0.801,0.691,0.779,0.69,0.802,0.665,0.779,0.77,0.671",-0.123
A3_ss,10041,ENSG00000163956.13,LRPAP1,chr4,-,"10,41,36,38,16,35,38","6,313,075,786,625,610,000,000","22,21,29,25,28,22,34,31,22,29","11,683,877,614,831,200,000,000,000,000,000,000",135,99,0.000121809,0.008851846,"0.011,0.089,0.044,0.04,0.02,0.02,0.028","0.014,0.038,0.027,0.037,0.016,0.028,0.023,0.016,0.023,0.013",0.012
A3_ss,13265,ENSG00000010610.10,CD4,chr12,+,"29,63,62,114,23,15,53","9,14,52,27,26,49,45","33,17,22,9,20,17,16,41,11,23","38,7,44,16,51,34,78,62,6,34",424,99,0.000124183,0.008980768,"0.429,0.512,0.218,0.496,0.171,0.067,0.216","0.169,0.362,0.105,0.116,0.084,0.105,0.046,0.134,0.3,0.136",0.146
A3_ss,3870,ENSG00000089737.19,DDX24,chr14,-,"4,583,224,546,677,020,000,000","2,2,2,5,1,1,2","56,453,185,250,295,000,000,000,000,000,000","0,0,0,0,0,0,1,0,0,0",2812,99,0.000133746,0.009540052,"0.89,0.85,0.889,0.824,0.961,0.974,0.923","1.0,1.0,1.0,1.0,1.0,1.0,0.973,1.0,1.0,1.0",-0.096
A3_ss,17939,ENSG00000177106.17,EPS8L2,chr11,+,"29,66,91,166,34,66,54","31,25,62,74,19,53,44","64,17,31,14,20,16,10,22,15,40","86,8,42,8,26,18,22,16,19,38",493,99,0.000132876,0.009540052,"0.158,0.346,0.228,0.311,0.264,0.2,0.198","0.13,0.299,0.129,0.26,0.134,0.151,0.084,0.216,0.137,0.174",0.072
A3_ss,18915,ENSG00000204387.15,SNHG32,chr6,+,"5,14,19,32,11,9,22","35,48,95,97,22,50,71","13,17,19,10,17,25,25,18,22,15","50,20,52,19,38,22,48,48,23,48",228,99,0.000133828,0.009540052,"0.058,0.112,0.08,0.125,0.178,0.072,0.119","0.101,0.27,0.137,0.186,0.163,0.33,0.184,0.14,0.293,0.119",-0.086
A3_ss,7467,ENSG00000298871.1,ENSG00000298871,chr4,+,"5,6,11,15,4,15,16","0,0,0,1,0,0,0","3,6,21,10,20,16,27,22,6,21","0,1,3,0,5,0,2,3,1,3",105,99,0.00013777,0.009774496,"1.0,1.0,1.0,0.934,1.0,1.0,1.0","1.0,0.85,0.868,1.0,0.79,1.0,0.927,0.874,0.85,0.868",0.088
A3_ss,22908,ENSG00000138303.19,ASCC1,chr10,-,"17,4,1,8,8,15,1","34,19,21,35,32,56,51","3,0,4,0,3,0,1,11,3,1","29,21,36,18,45,10,30,37,19,49",119,99,0.000138975,0.009813446,"0.294,0.149,0.038,0.16,0.172,0.182,0.016","0.079,0.0,0.085,0.0,0.053,0.0,0.027,0.198,0.116,0.017",0.087
A3_ss,3689,ENSG00000224078.16,SNHG14,chr15,+,"62,86,73,143,217,223,185","25,19,58,49,26,87,36","217,281,239,184,196,000,000,000,000,000","28,23,72,35,91,24,66,31,21,72",2135,99,0.000140782,0.009824412,"0.103,0.173,0.055,0.119,0.279,0.106,0.192","0.264,0.362,0.133,0.196,0.091,0.325,0.124,0.343,0.355,0.192",-0.092
A3_ss,12228,ENSG00000142621.21,FHAD1,chr1,+,"2,11,26,27,14,16,18","1,2,2,0,2,1,4","16,18,29,16,25,31,40,54,10,32","2,1,1,0,0,0,1,0,1,0",242,99,0.000140543,0.009824412,"0.45,0.692,0.842,1.0,0.741,0.867,0.648","0.766,0.88,0.922,1.0,1.0,1.0,0.942,1.0,0.804,1.0",-0.183
A3_ss,12732,ENSG00000137941.17,TTLL7,chr1,-,"76,49,92,74,39,115,145","2,4,9,6,3,1,6","70,48,110,47,116,65,152,119,48,150","0,1,3,3,1,2,7,1,1,0",103,99,0.000141099,0.009824412,"0.973,0.922,0.908,0.922,0.926,0.991,0.959","1.0,0.979,0.972,0.938,0.991,0.969,0.954,0.991,0.979,1.0",-0.034
