"","ONTOLOGY","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0004175","MF","GO:0004175","endopeptidase activity",271,0.425840547626524,1.60028133883456,8.50677179967823e-05,0.00197489546511093,0.0015195834402955,3241,"tags=23%, list=15%, signal=19%","ENSG00000167755/ENSG00000149418/ENSG00000283654/ENSG00000008516/ENSG00000257017/ENSG00000140470/ENSG00000166682/ENSG00000100985/ENSG00000142606/ENSG00000151651/ENSG00000105707/ENSG00000169035/ENSG00000170801/ENSG00000138316/ENSG00000141314/ENSG00000130032/ENSG00000182472/ENSG00000109758/ENSG00000163638/ENSG00000154734/ENSG00000095587/ENSG00000158859/ENSG00000197253/ENSG00000012223/ENSG00000130234/ENSG00000182752/ENSG00000123342/ENSG00000052344/ENSG00000129451/ENSG00000099953/ENSG00000283706/ENSG00000117298/ENSG00000168487/ENSG00000143537/ENSG00000166106/ENSG00000129437/ENSG00000187950/ENSG00000139985/ENSG00000175426/ENSG00000125851/ENSG00000131400/ENSG00000103269/ENSG00000159403/ENSG00000092529/ENSG00000243649/ENSG00000115257/ENSG00000125966/ENSG00000140479/ENSG00000135074/ENSG00000160323/ENSG00000140564/ENSG00000003402/ENSG00000149451/ENSG00000271447/ENSG00000154277/ENSG00000100100/ENSG00000103811/ENSG00000168397/ENSG00000036672/ENSG00000102174/ENSG00000156103"
"GO:0062023","CC","GO:0062023","collagen-containing extracellular matrix",340,0.408157973447348,1.55857930242118,8.38026544036433e-05,0.001951368715453,0.00150148078128608,4313,"tags=34%, list=20%, signal=28%","ENSG00000132702/ENSG00000196136/ENSG00000167772/ENSG00000133110/ENSG00000124107/ENSG00000132692/ENSG00000143546/ENSG00000163220/ENSG00000102265/ENSG00000116147/ENSG00000106366/ENSG00000042781/ENSG00000135744/ENSG00000166923/ENSG00000262655/ENSG00000100985/ENSG00000197249/ENSG00000041982/ENSG00000188107/ENSG00000182600/ENSG00000149257/ENSG00000101203/ENSG00000138722/ENSG00000164176/ENSG00000188488/ENSG00000163638/ENSG00000106278/ENSG00000154734/ENSG00000198732/ENSG00000100399/ENSG00000158859/ENSG00000197253/ENSG00000198959/ENSG00000215018/ENSG00000135919/ENSG00000137801/ENSG00000142748/ENSG00000101955/ENSG00000130702/ENSG00000130513/ENSG00000038427/ENSG00000113083/ENSG00000173369/ENSG00000149294/ENSG00000171502/ENSG00000172889/ENSG00000111341/ENSG00000105290/ENSG00000167941/ENSG00000167711/ENSG00000134871/ENSG00000187498/ENSG00000166106/ENSG00000159189/ENSG00000116962/ENSG00000164620/ENSG00000196154/ENSG00000132205/ENSG00000110799/ENSG00000152952/ENSG00000144810/ENSG00000173269/ENSG00000065320/ENSG00000148357/ENSG00000176435/ENSG00000197471/ENSG00000080824/ENSG00000188783/ENSG00000100473/ENSG00000168477/ENSG00000140479/ENSG00000204248/ENSG00000135074/ENSG00000054179/ENSG00000173372/ENSG00000126838/ENSG00000140682/ENSG00000271447/ENSG00000134013/ENSG00000179399/ENSG00000164318/ENSG00000152583/ENSG00000140945/ENSG00000183098/ENSG00000166401/ENSG00000132470/ENSG00000103811/ENSG00000140545/ENSG00000106780/ENSG00000173546/ENSG00000140511/ENSG00000179403/ENSG00000168961/ENSG00000143382/ENSG00000119699/ENSG00000197747/ENSG00000175899/ENSG00000196569/ENSG00000142871/ENSG00000106624/ENSG00000173531/ENSG00000164733/ENSG00000012171/ENSG00000131981/ENSG00000100311/ENSG00000102359/ENSG00000162512/ENSG00000109072/ENSG00000087116/ENSG00000100097/ENSG00000083444/ENSG00000091879/ENSG00000113140/ENSG00000115318/ENSG00000117525/ENSG00000170542"
"GO:1904724","CC","GO:1904724","tertiary granule lumen",43,0.634980142822644,1.91694022813175,8.20500248160044e-05,0.00191631292898584,0.00147450710417601,1006,"tags=26%, list=5%, signal=24%","ENSG00000163736/ENSG00000257017/ENSG00000133063/ENSG00000158825/ENSG00000171236/ENSG00000100985/ENSG00000163661/ENSG00000012223/ENSG00000115828/ENSG00000170909/ENSG00000244734"
"GO:0015749","BP","GO:0015749","monosaccharide transmembrane transport",96,0.529430737551536,1.80999932050419,7.99369995494761e-05,0.00187260270243697,0.00144087426759876,3754,"tags=32%, list=17%, signal=27%","ENSG00000163736/ENSG00000158865/ENSG00000184811/ENSG00000159399/ENSG00000078401/ENSG00000095637/ENSG00000162734/ENSG00000142583/ENSG00000106070/ENSG00000125538/ENSG00000134243/ENSG00000110436/ENSG00000163884/ENSG00000171105/ENSG00000185950/ENSG00000164687/ENSG00000186188/ENSG00000059804/ENSG00000119508/ENSG00000162426/ENSG00000054277/ENSG00000089057/ENSG00000198743/ENSG00000117394/ENSG00000181856/ENSG00000105270/ENSG00000112033/ENSG00000135828/ENSG00000109667/ENSG00000125744/ENSG00000197822"
"GO:0045766","BP","GO:0045766","positive regulation of angiogenesis",143,0.490458870972967,1.7476958524533,7.96674207271289e-05,0.00187194297066108,0.00144036663694216,4761,"tags=42%, list=22%, signal=33%","ENSG00000167772/ENSG00000106366/ENSG00000159399/ENSG00000160678/ENSG00000166923/ENSG00000171236/ENSG00000164867/ENSG00000259207/ENSG00000102755/ENSG00000148926/ENSG00000113578/ENSG00000112715/ENSG00000100292/ENSG00000198959/ENSG00000140678/ENSG00000161638/ENSG00000137801/ENSG00000169429/ENSG00000064393/ENSG00000066056/ENSG00000125538/ENSG00000133639/ENSG00000174951/ENSG00000132205/ENSG00000143878/ENSG00000121966/ENSG00000156427/ENSG00000106211/ENSG00000124212/ENSG00000139567/ENSG00000120156/ENSG00000240583/ENSG00000126458/ENSG00000004776/ENSG00000176170/ENSG00000168610/ENSG00000163513/ENSG00000163874/ENSG00000103811/ENSG00000133048/ENSG00000124181/ENSG00000138772/ENSG00000123908/ENSG00000198719/ENSG00000106991/ENSG00000159216/ENSG00000111961/ENSG00000167323/ENSG00000128052/ENSG00000091879/ENSG00000179776/ENSG00000117525/ENSG00000171860/ENSG00000249915/ENSG00000134817/ENSG00000175344/ENSG00000114378/ENSG00000239697/ENSG00000165757/ENSG00000213853"
"GO:0050890","BP","GO:0050890","cognition",284,0.419631704787261,1.58341068545825,7.94064006329691e-05,0.00187148094379344,0.00144001113033969,3170,"tags=23%, list=14%, signal=20%","ENSG00000184144/ENSG00000155886/ENSG00000058335/ENSG00000109956/ENSG00000166342/ENSG00000163485/ENSG00000116147/ENSG00000186868/ENSG00000155897/ENSG00000187902/ENSG00000284762/ENSG00000159200/ENSG00000168309/ENSG00000183117/ENSG00000106236/ENSG00000161681/ENSG00000146216/ENSG00000106278/ENSG00000165186/ENSG00000100678/ENSG00000135298/ENSG00000095970/ENSG00000161638/ENSG00000152969/ENSG00000113231/ENSG00000162545/ENSG00000151025/ENSG00000096433/ENSG00000152495/ENSG00000137462/ENSG00000123360/ENSG00000130164/ENSG00000179915/ENSG00000155966/ENSG00000134138/ENSG00000183691/ENSG00000021645/ENSG00000198576/ENSG00000157045/ENSG00000158352/ENSG00000171105/ENSG00000196338/ENSG00000100968/ENSG00000132872/ENSG00000168959/ENSG00000171766/ENSG00000155511/ENSG00000181656/ENSG00000251322/ENSG00000133424/ENSG00000137868/ENSG00000010810/ENSG00000108773/ENSG00000197386/ENSG00000125510/ENSG00000180914/ENSG00000008735/ENSG00000175592/ENSG00000118971/ENSG00000131042/ENSG00000171316/ENSG00000107984/ENSG00000073756/ENSG00000146242/ENSG00000286237/ENSG00000158258"
"GO:0045860","BP","GO:0045860","positive regulation of protein kinase activity",202,0.448732935537487,1.65896527161737,7.78531751102667e-05,0.001840468048186,0.00141614825585684,4503,"tags=33%, list=21%, signal=27%","ENSG00000163221/ENSG00000187116/ENSG00000155897/ENSG00000134222/ENSG00000166923/ENSG00000080644/ENSG00000087250/ENSG00000146216/ENSG00000259207/ENSG00000102755/ENSG00000113578/ENSG00000012223/ENSG00000140538/ENSG00000167191/ENSG00000137801/ENSG00000078401/ENSG00000100065/ENSG00000087589/ENSG00000141506/ENSG00000169242/ENSG00000125538/ENSG00000141433/ENSG00000274286/ENSG00000117707/ENSG00000184160/ENSG00000108960/ENSG00000009694/ENSG00000171105/ENSG00000156427/ENSG00000080824/ENSG00000104689/ENSG00000112576/ENSG00000175920/ENSG00000188906/ENSG00000126353/ENSG00000178607/ENSG00000103888/ENSG00000163932/ENSG00000118971/ENSG00000134072/ENSG00000121716/ENSG00000150630/ENSG00000176907/ENSG00000130758/ENSG00000034152/ENSG00000102760/ENSG00000133048/ENSG00000169032/ENSG00000277363/ENSG00000101265/ENSG00000129465/ENSG00000092853/ENSG00000142871/ENSG00000197442/ENSG00000130340/ENSG00000111961/ENSG00000168067/ENSG00000108100/ENSG00000109103/ENSG00000100311/ENSG00000103126/ENSG00000138778/ENSG00000076984/ENSG00000189056/ENSG00000173327/ENSG00000120889/ENSG00000116473"
"GO:0005179","MF","GO:0005179","hormone activity",48,0.632755748974396,1.93756712850227,7.70888982295127e-05,0.00182797344609065,0.00140653428348585,1582,"tags=35%, list=7%, signal=33%","ENSG00000127129/ENSG00000163083/ENSG00000133636/ENSG00000171388/ENSG00000042832/ENSG00000135744/ENSG00000168913/ENSG00000148926/ENSG00000159167/ENSG00000134548/ENSG00000187094/ENSG00000078401/ENSG00000130513/ENSG00000105697/ENSG00000113739/ENSG00000122641/ENSG00000141433"
"GO:0005884","CC","GO:0005884","actin filament",106,0.521278458703027,1.79519272680504,7.54237932431666e-05,0.00179397574480832,0.00138037475008805,6147,"tags=48%, list=28%, signal=35%","ENSG00000115266/ENSG00000278224/ENSG00000160999/ENSG00000136842/ENSG00000248905/ENSG00000107438/ENSG00000159251/ENSG00000135596/ENSG00000015285/ENSG00000183963/ENSG00000099331/ENSG00000136167/ENSG00000158352/ENSG00000154553/ENSG00000133816/ENSG00000118162/ENSG00000140368/ENSG00000072110/ENSG00000120156/ENSG00000122367/ENSG00000010810/ENSG00000113657/ENSG00000047648/ENSG00000203485/ENSG00000126878/ENSG00000148935/ENSG00000102879/ENSG00000128340/ENSG00000121742/ENSG00000101336/ENSG00000197535/ENSG00000196923/ENSG00000103187/ENSG00000075624/ENSG00000197879/ENSG00000128487/ENSG00000163431/ENSG00000247596/ENSG00000131435/ENSG00000100014/ENSG00000129116/ENSG00000130055/ENSG00000077522/ENSG00000140575/ENSG00000102024/ENSG00000152229/ENSG00000095397/ENSG00000135046/ENSG00000270765/ENSG00000105619/ENSG00000204472"
"GO:0015849","BP","GO:0015849","organic acid transport",281,0.430668095910371,1.62282649105473,7.47355841158622e-05,0.00178307605918276,0.00137198798629541,3870,"tags=31%, list=18%, signal=26%","ENSG00000081479/ENSG00000018280/ENSG00000147872/ENSG00000167614/ENSG00000163485/ENSG00000103569/ENSG00000131095/ENSG00000141526/ENSG00000167995/ENSG00000147588/ENSG00000101187/ENSG00000168398/ENSG00000100078/ENSG00000108846/ENSG00000182902/ENSG00000177807/ENSG00000171017/ENSG00000136295/ENSG00000188257/ENSG00000134548/ENSG00000130234/ENSG00000079385/ENSG00000137801/ENSG00000078401/ENSG00000003989/ENSG00000007216/ENSG00000133107/ENSG00000164638/ENSG00000023839/ENSG00000164434/ENSG00000117152/ENSG00000128271/ENSG00000117009/ENSG00000225697/ENSG00000103257/ENSG00000141540/ENSG00000164082/ENSG00000187134/ENSG00000125538/ENSG00000081923/ENSG00000113396/ENSG00000134802/ENSG00000116741/ENSG00000110436/ENSG00000197106/ENSG00000139514/ENSG00000132872/ENSG00000089041/ENSG00000185950/ENSG00000172940/ENSG00000164687/ENSG00000187980/ENSG00000197142/ENSG00000136802/ENSG00000155380/ENSG00000155465/ENSG00000137491/ENSG00000105281/ENSG00000139370/ENSG00000205560/ENSG00000108932/ENSG00000174327/ENSG00000174640/ENSG00000132170/ENSG00000079215/ENSG00000145384/ENSG00000073756/ENSG00000121769/ENSG00000170323/ENSG00000089057/ENSG00000117394/ENSG00000132164/ENSG00000100156/ENSG00000130821/ENSG00000166426/ENSG00000178537/ENSG00000112033/ENSG00000167703/ENSG00000131389/ENSG00000167525/ENSG00000144040/ENSG00000068366/ENSG00000107819/ENSG00000117479/ENSG00000173638/ENSG00000119899/ENSG00000151726"
"GO:0009408","BP","GO:0009408","response to heat",95,0.530157450805515,1.81083202553721,7.42706692511641e-05,0.0017816489934164,0.0013708899304514,3535,"tags=32%, list=16%, signal=27%","ENSG00000186868/ENSG00000173110/ENSG00000143318/ENSG00000164867/ENSG00000204389/ENSG00000233670/ENSG00000113578/ENSG00000204388/ENSG00000100292/ENSG00000132002/ENSG00000101276/ENSG00000140403/ENSG00000109846/ENSG00000137801/ENSG00000151929/ENSG00000204516/ENSG00000226742/ENSG00000080824/ENSG00000106211/ENSG00000162783/ENSG00000111728/ENSG00000004776/ENSG00000073756/ENSG00000176907/ENSG00000184216/ENSG00000110172/ENSG00000119718/ENSG00000185122/ENSG00000142185/ENSG00000170276"
"GO:0002831","BP","GO:0002831","regulation of response to biotic stimulus",476,0.387250963496595,1.50435611879681,7.44459986931795e-05,0.0017816489934164,0.0013708899304514,4885,"tags=27%, list=22%, signal=21%","ENSG00000115607/ENSG00000143546/ENSG00000163220/ENSG00000166523/ENSG00000081181/ENSG00000000938/ENSG00000121933/ENSG00000103313/ENSG00000091106/ENSG00000158473/ENSG00000151651/ENSG00000169035/ENSG00000167851/ENSG00000204389/ENSG00000092445/ENSG00000161929/ENSG00000167207/ENSG00000167880/ENSG00000204388/ENSG00000012223/ENSG00000158714/ENSG00000289720/ENSG00000079385/ENSG00000186074/ENSG00000095970/ENSG00000142748/ENSG00000263528/ENSG00000090376/ENSG00000167850/ENSG00000137462/ENSG00000134539/ENSG00000196352/ENSG00000186407/ENSG00000161643/ENSG00000121236/ENSG00000239732/ENSG00000185507/ENSG00000157193/ENSG00000125538/ENSG00000134242/ENSG00000204516/ENSG00000132205/ENSG00000162739/ENSG00000066336/ENSG00000155659/ENSG00000025434/ENSG00000173269/ENSG00000118503/ENSG00000197471/ENSG00000164104/ENSG00000080824/ENSG00000100906/ENSG00000171132/ENSG00000174885/ENSG00000104972/ENSG00000239998/ENSG00000172940/ENSG00000010810/ENSG00000141480/ENSG00000158517/ENSG00000182985/ENSG00000139370/ENSG00000096996/ENSG00000162711/ENSG00000175592/ENSG00000023445/ENSG00000164430/ENSG00000106100/ENSG00000144802/ENSG00000187796/ENSG00000132170/ENSG00000145901/ENSG00000184374/ENSG00000163874/ENSG00000184216/ENSG00000171777/ENSG00000185187/ENSG00000111679/ENSG00000197329/ENSG00000011600/ENSG00000234745/ENSG00000168884/ENSG00000168961/ENSG00000175899/ENSG00000163565/ENSG00000162676/ENSG00000064201/ENSG00000101336/ENSG00000127666/ENSG00000135077/ENSG00000056972/ENSG00000137802/ENSG00000111961/ENSG00000173638/ENSG00000010671/ENSG00000151692/ENSG00000101695/ENSG00000155629/ENSG00000132718/ENSG00000163406/ENSG00000129657/ENSG00000187554/ENSG00000165819/ENSG00000154589/ENSG00000120217/ENSG00000110090/ENSG00000000971/ENSG00000170542/ENSG00000073008/ENSG00000100304/ENSG00000103490/ENSG00000148356/ENSG00000165025/ENSG00000130203/ENSG00000173757/ENSG00000185436/ENSG00000105974/ENSG00000110171/ENSG00000105329/ENSG00000126456/ENSG00000085265/ENSG00000160446/ENSG00000188706/ENSG00000240972/ENSG00000132274/ENSG00000113712/ENSG00000068079/ENSG00000110330"
"GO:1903522","BP","GO:1903522","regulation of blood circulation",212,0.450647892721898,1.66994452064363,7.39278997784854e-05,0.00178023892820614,0.00136980495568635,4263,"tags=34%, list=19%, signal=28%","ENSG00000127129/ENSG00000163485/ENSG00000171388/ENSG00000160678/ENSG00000135744/ENSG00000183230/ENSG00000121933/ENSG00000152049/ENSG00000164867/ENSG00000004468/ENSG00000168398/ENSG00000282608/ENSG00000148926/ENSG00000100678/ENSG00000177508/ENSG00000159167/ENSG00000135643/ENSG00000134548/ENSG00000175084/ENSG00000130234/ENSG00000078401/ENSG00000108405/ENSG00000072310/ENSG00000183873/ENSG00000145362/ENSG00000105409/ENSG00000117152/ENSG00000117298/ENSG00000265107/ENSG00000059377/ENSG00000274286/ENSG00000120907/ENSG00000184160/ENSG00000116741/ENSG00000186439/ENSG00000224420/ENSG00000143199/ENSG00000080824/ENSG00000105711/ENSG00000055118/ENSG00000181104/ENSG00000160808/ENSG00000087258/ENSG00000053918/ENSG00000136717/ENSG00000113448/ENSG00000119782/ENSG00000180914/ENSG00000136160/ENSG00000101665/ENSG00000118194/ENSG00000173641/ENSG00000134755/ENSG00000184588/ENSG00000196839/ENSG00000073756/ENSG00000163874/ENSG00000196557/ENSG00000183023/ENSG00000113749/ENSG00000184408/ENSG00000123700/ENSG00000144668/ENSG00000182132/ENSG00000198947/ENSG00000155962/ENSG00000113070/ENSG00000162989/ENSG00000128512/ENSG00000171385/ENSG00000116016/ENSG00000171298/ENSG00000126351"
"GO:0010038","BP","GO:0010038","response to metal ion",287,0.416745356403784,1.57256871909308,7.3235164935e-05,0.00176905130500308,0.00136119663830654,4924,"tags=32%, list=22%, signal=25%","ENSG00000091513/ENSG00000018280/ENSG00000143546/ENSG00000163083/ENSG00000111262/ENSG00000187193/ENSG00000186868/ENSG00000155897/ENSG00000205362/ENSG00000125148/ENSG00000010310/ENSG00000087250/ENSG00000134240/ENSG00000164761/ENSG00000100884/ENSG00000177807/ENSG00000100292/ENSG00000137203/ENSG00000205364/ENSG00000135643/ENSG00000137801/ENSG00000078401/ENSG00000110719/ENSG00000132965/ENSG00000007216/ENSG00000169715/ENSG00000183873/ENSG00000105697/ENSG00000096433/ENSG00000179915/ENSG00000141401/ENSG00000239732/ENSG00000196660/ENSG00000104419/ENSG00000100968/ENSG00000175426/ENSG00000169504/ENSG00000155511/ENSG00000145936/ENSG00000089041/ENSG00000188906/ENSG00000092529/ENSG00000150672/ENSG00000068831/ENSG00000188643/ENSG00000165140/ENSG00000240583/ENSG00000265972/ENSG00000111344/ENSG00000168710/ENSG00000118194/ENSG00000160323/ENSG00000170667/ENSG00000086544/ENSG00000134013/ENSG00000151150/ENSG00000073756/ENSG00000170323/ENSG00000196557/ENSG00000125144/ENSG00000185122/ENSG00000106268/ENSG00000198417/ENSG00000121281/ENSG00000142185/ENSG00000115657/ENSG00000184156/ENSG00000167323/ENSG00000105808/ENSG00000123191/ENSG00000157404/ENSG00000072274/ENSG00000122986/ENSG00000171246/ENSG00000176171/ENSG00000197586/ENSG00000087274/ENSG00000249915/ENSG00000159363/ENSG00000137825/ENSG00000130707/ENSG00000170345/ENSG00000105974/ENSG00000183044/ENSG00000011485/ENSG00000171303/ENSG00000214078/ENSG00000140848/ENSG00000013306/ENSG00000021826/ENSG00000166311"
"GO:0006909","BP","GO:0006909","phagocytosis",208,0.452079191645364,1.674654638922,7.17266181062849e-05,0.00173802561498792,0.00133732391916587,3985,"tags=32%, list=18%, signal=27%","ENSG00000018280/ENSG00000113249/ENSG00000163485/ENSG00000000938/ENSG00000167851/ENSG00000092445/ENSG00000164171/ENSG00000163661/ENSG00000259207/ENSG00000167207/ENSG00000198959/ENSG00000135636/ENSG00000186074/ENSG00000095970/ENSG00000137801/ENSG00000142748/ENSG00000101955/ENSG00000038945/ENSG00000244731/ENSG00000186111/ENSG00000134470/ENSG00000261371/ENSG00000137462/ENSG00000128271/ENSG00000125810/ENSG00000130164/ENSG00000116701/ENSG00000136286/ENSG00000143226/ENSG00000160255/ENSG00000145794/ENSG00000025434/ENSG00000171132/ENSG00000138448/ENSG00000089041/ENSG00000198053/ENSG00000010810/ENSG00000168461/ENSG00000155849/ENSG00000167601/ENSG00000102890/ENSG00000073060/ENSG00000163932/ENSG00000176170/ENSG00000169896/ENSG00000184374/ENSG00000139832/ENSG00000102879/ENSG00000100092/ENSG00000140545/ENSG00000221947/ENSG00000134516/ENSG00000011600/ENSG00000138772/ENSG00000148180/ENSG00000100345/ENSG00000110880/ENSG00000123384/ENSG00000101336/ENSG00000211584/ENSG00000010671/ENSG00000127419/ENSG00000064687/ENSG00000092929/ENSG00000197622/ENSG00000070495/ENSG00000132718"
"GO:0042113","BP","GO:0042113","B cell activation",232,0.438016005520594,1.63284666094895,7.12165995986241e-05,0.00173107684416217,0.00133197718701535,4821,"tags=36%, list=22%, signal=28%","ENSG00000182885/ENSG00000167851/ENSG00000004468/ENSG00000167207/ENSG00000168685/ENSG00000158714/ENSG00000012124/ENSG00000110777/ENSG00000136244/ENSG00000130775/ENSG00000105639/ENSG00000069399/ENSG00000110719/ENSG00000162511/ENSG00000104998/ENSG00000235568/ENSG00000160223/ENSG00000100060/ENSG00000156127/ENSG00000113916/ENSG00000122641/ENSG00000146072/ENSG00000239732/ENSG00000008513/ENSG00000005020/ENSG00000066336/ENSG00000166888/ENSG00000118503/ENSG00000107338/ENSG00000153551/ENSG00000135905/ENSG00000169621/ENSG00000185950/ENSG00000095585/ENSG00000087088/ENSG00000136802/ENSG00000122122/ENSG00000075426/ENSG00000139370/ENSG00000117461/ENSG00000159958/ENSG00000067082/ENSG00000163932/ENSG00000168264/ENSG00000144802/ENSG00000152518/ENSG00000168918/ENSG00000196839/ENSG00000102524/ENSG00000163599/ENSG00000115738/ENSG00000198286/ENSG00000111679/ENSG00000197329/ENSG00000011600/ENSG00000168884/ENSG00000116670/ENSG00000198719/ENSG00000155307/ENSG00000171793/ENSG00000175463/ENSG00000117586/ENSG00000127666/ENSG00000056972/ENSG00000186827/ENSG00000010671/ENSG00000154822/ENSG00000086730/ENSG00000157404/ENSG00000109743/ENSG00000072274/ENSG00000100097/ENSG00000068024/ENSG00000165025/ENSG00000173757/ENSG00000175505/ENSG00000130303/ENSG00000147251/ENSG00000115232/ENSG00000105329/ENSG00000185650/ENSG00000240972/ENSG00000115085"
"GO:0016705","MF","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",135,0.490243799521676,1.73361767971352,7.03141396388693e-05,0.00172278106801051,0.00132559400153178,4019,"tags=30%, list=18%, signal=24%","ENSG00000186529/ENSG00000079931/ENSG00000129151/ENSG00000129521/ENSG00000164867/ENSG00000142973/ENSG00000099194/ENSG00000231852/ENSG00000007933/ENSG00000168453/ENSG00000186204/ENSG00000100292/ENSG00000149380/ENSG00000167600/ENSG00000103089/ENSG00000117009/ENSG00000135596/ENSG00000187134/ENSG00000059377/ENSG00000149485/ENSG00000152952/ENSG00000133816/ENSG00000072682/ENSG00000122884/ENSG00000243156/ENSG00000124212/ENSG00000127663/ENSG00000186160/ENSG00000115548/ENSG00000138336/ENSG00000073756/ENSG00000171903/ENSG00000100197/ENSG00000187605/ENSG00000170271/ENSG00000052802/ENSG00000003137/ENSG00000070495/ENSG00000094963/ENSG00000135766"
"GO:2000146","BP","GO:2000146","negative regulation of cell motility",279,0.421687510570206,1.59007233174524,7.06531312390176e-05,0.00172278106801051,0.00132559400153178,2966,"tags=22%, list=14%, signal=19%","ENSG00000179593/ENSG00000198753/ENSG00000144339/ENSG00000171877/ENSG00000163485/ENSG00000102265/ENSG00000106366/ENSG00000166923/ENSG00000121933/ENSG00000196104/ENSG00000117115/ENSG00000167851/ENSG00000163638/ENSG00000068001/ENSG00000282608/ENSG00000100292/ENSG00000158714/ENSG00000159167/ENSG00000107485/ENSG00000140403/ENSG00000205336/ENSG00000137801/ENSG00000130513/ENSG00000118689/ENSG00000146674/ENSG00000100065/ENSG00000104998/ENSG00000164105/ENSG00000015285/ENSG00000100599/ENSG00000090539/ENSG00000066056/ENSG00000183691/ENSG00000143537/ENSG00000120129/ENSG00000196935/ENSG00000132205/ENSG00000185885/ENSG00000143878/ENSG00000173269/ENSG00000128917/ENSG00000178568/ENSG00000169504/ENSG00000115461/ENSG00000164741/ENSG00000102572/ENSG00000111913/ENSG00000139567/ENSG00000111348/ENSG00000189058/ENSG00000164442/ENSG00000158747/ENSG00000148400/ENSG00000113657/ENSG00000126458/ENSG00000101665/ENSG00000064042/ENSG00000168610/ENSG00000132170/ENSG00000271447/ENSG00000196839/ENSG00000138336"
"GO:0030546","MF","GO:0030546","signaling receptor activator activity",302,0.413348683090997,1.56480645473757,7.04969917224673e-05,0.00172278106801051,0.00132559400153178,3039,"tags=30%, list=14%, signal=26%","ENSG00000127129/ENSG00000118785/ENSG00000163736/ENSG00000158955/ENSG00000006606/ENSG00000109321/ENSG00000166091/ENSG00000102265/ENSG00000163083/ENSG00000133636/ENSG00000170381/ENSG00000171388/ENSG00000042832/ENSG00000135744/ENSG00000002745/ENSG00000166923/ENSG00000119630/ENSG00000168913/ENSG00000134259/ENSG00000130283/ENSG00000204389/ENSG00000183662/ENSG00000171119/ENSG00000164761/ENSG00000025708/ENSG00000171951/ENSG00000148926/ENSG00000113578/ENSG00000006016/ENSG00000112715/ENSG00000159167/ENSG00000180875/ENSG00000136244/ENSG00000134548/ENSG00000187094/ENSG00000161958/ENSG00000276409/ENSG00000078401/ENSG00000130513/ENSG00000099985/ENSG00000108342/ENSG00000183682/ENSG00000105697/ENSG00000169429/ENSG00000125845/ENSG00000084674/ENSG00000189292/ENSG00000113739/ENSG00000167680/ENSG00000122641/ENSG00000001617/ENSG00000125538/ENSG00000168487/ENSG00000075213/ENSG00000143869/ENSG00000141433/ENSG00000092421/ENSG00000116985/ENSG00000196154/ENSG00000172458/ENSG00000125657/ENSG00000140961/ENSG00000106952/ENSG00000183742/ENSG00000173269/ENSG00000168758/ENSG00000128917/ENSG00000149798/ENSG00000153551/ENSG00000156427/ENSG00000164104/ENSG00000171132/ENSG00000105835/ENSG00000115461/ENSG00000141574/ENSG00000138798/ENSG00000008517/ENSG00000110852/ENSG00000158747/ENSG00000081041/ENSG00000125735/ENSG00000105246/ENSG00000150782/ENSG00000160097/ENSG00000115596/ENSG00000107984/ENSG00000150630/ENSG00000184374/ENSG00000187764/ENSG00000163235/ENSG00000102524"
"GO:0002709","BP","GO:0002709","regulation of T cell mediated immunity",82,0.553366980782305,1.8304064161743,6.98500360657194e-05,0.00172013934457654,0.00132356132726876,4470,"tags=41%, list=20%, signal=33%","ENSG00000158473/ENSG00000115604/ENSG00000167207/ENSG00000168685/ENSG00000107485/ENSG00000136244/ENSG00000079385/ENSG00000028137/ENSG00000173762/ENSG00000134539/ENSG00000196352/ENSG00000015285/ENSG00000125538/ENSG00000204516/ENSG00000197471/ENSG00000141574/ENSG00000089041/ENSG00000104972/ENSG00000172940/ENSG00000122122/ENSG00000096996/ENSG00000101665/ENSG00000115594/ENSG00000162711/ENSG00000150782/ENSG00000204267/ENSG00000129465/ENSG00000234745/ENSG00000117586/ENSG00000121594/ENSG00000131019/ENSG00000120217/ENSG00000073008/ENSG00000130529"
"GO:0001676","BP","GO:0001676","long-chain fatty acid metabolic process",82,0.553314580522717,1.83023308857311,6.98500360657194e-05,0.00172013934457654,0.00132356132726876,5089,"tags=45%, list=23%, signal=35%","ENSG00000123560/ENSG00000186529/ENSG00000179593/ENSG00000108839/ENSG00000103740/ENSG00000186204/ENSG00000012779/ENSG00000167600/ENSG00000059377/ENSG00000113396/ENSG00000149485/ENSG00000134184/ENSG00000124212/ENSG00000074416/ENSG00000197142/ENSG00000170522/ENSG00000186160/ENSG00000073756/ENSG00000197977/ENSG00000171903/ENSG00000100197/ENSG00000066322/ENSG00000068366/ENSG00000151726/ENSG00000243708/ENSG00000134780/ENSG00000110090/ENSG00000100344/ENSG00000167114/ENSG00000097021/ENSG00000115361/ENSG00000134824/ENSG00000095303/ENSG00000111863/ENSG00000112531/ENSG00000117480/ENSG00000164535"
