"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","19/1420","87/9440",0.218390804597701,1.45183746155091,1.78150225077797,0.0564925471773971,0.14289291344871,0.0935712468727785,"4616/2353/1026/5880/7046/4609/1647/7040/7048/7042/1643/7157/7043/10018/8503/387/4089/2475/2932",19
"hsa04022","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","36/1420","166/9440",0.216867469879518,1.44171050398778,2.41589584200194,0.0132659922881687,0.0426495453002807,0.0279284048171973,"5350/10398/3779/5294/140/4846/3710/624/4881/9586/4772/148327/8654/1909/5330/64764/7408/196883/3764/10672/387/2771/493/5534/9475/5530/5581/808/107/776/3708/492/23236/4985/491/146",36
"hsa04623","Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","18/1420","83/9440",0.216867469879518,1.44171050398778,1.70070285025758,0.0658754830588076,0.159585677269224,0.104502248884988,"3569/3627/3606/834/3553/3428/197259/29108/3665/4792/90865/79792/115004/3661/9641/1777/1147/653082",18
"hsa04724","Organismal Systems","Nervous system","hsa04724","Glutamatergic synapse","25/1420","116/9440",0.21551724137931,1.43273433705682,1.97319133978386,0.0371984382069473,0.101557640818967,0.0665034734861046,"3710/5330/59345/55970/196883/5321/2771/10681/5534/5530/2785/2892/107/776/50944/9229/3708/2903/22941/2904/5579/23236/2897/773/2912",25
"hsa04550","Cellular Processes","Cellular community - eukaryotes","hsa04550","Signaling pathways regulating pluripotency of stem cells","31/1420","144/9440",0.215277777777778,1.43114241001565,2.19368322711713,0.0225590843957281,0.0668993537252626,0.0438080223292723,"3976/3399/7475/3397/9314/2535/4609/51384/8324/4093/7855/3400/5080/2247/6774/7484/6657/5978/658/4211/3718/8321/8503/4086/657/4089/92/3717/7994/2932/5603",31
"hsa00380","Metabolism","Amino acid metabolism","hsa00380","Tryptophan metabolism","9/1420","42/9440",0.214285714285714,1.42454728370221,1.16025372798257,0.170491612156207,0.351192302884643,0.229972927837557,"11185/8942/316/1545/501/4128/847/8564/1543",9
"hsa00062","Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","6/1420","28/9440",0.214285714285714,1.42454728370221,0.94663837081417,0.237208377360077,0.443476531586231,0.290403848713138,"60481/401494/79993/10449/9374/11332",6
"hsa00533","Metabolism","Glycan biosynthesis and metabolism","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","3/1420","14/9440",0.214285714285714,1.42454728370221,0.668877131257027,0.353821411983297,0.58236634316868,0.381353725330776,"2683/4166/6487",3
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","48/1420","226/9440",0.212389380530973,1.41194067057211,2.6374532379299,0.00719415454523519,0.0260504122480095,0.0170587154867627,"5350/2353/10398/5880/64399/1906/2149/84876/1261/5733/3991/55811/4792/4881/10257/9586/4772/148327/6662/2737/1909/64764/196883/51196/5908/5906/8503/387/2771/493/9475/2550/808/2892/107/776/814/2903/492/2904/1128/491/815/9568/3362/7434/10846/1392",48
"hsa05231","Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","21/1420","99/9440",0.212121212121212,1.41015791720017,1.72620349438436,0.0611451363688877,0.151263159585867,0.0990523750042088,"6582/2353/5880/7454/8612/6581/126969/10163/5321/8613/8611/6667/57153/8503/1608/56994/2475/7248/5579/8525/204962",21
"hsa05225","Human Diseases","Cancer: specific types","hsa05225","Hepatocellular carcinoma","36/1420","170/9440",0.211764705882353,1.40778790389395,2.25755798536688,0.0189591623043079,0.0587563228169541,0.0384756826279932,"4616/1026/7475/3162/3082/2535/7046/4609/51384/1647/8324/7040/5336/4257/7855/4780/1728/7484/7048/7042/1643/86/7157/8321/7043/2002/2950/6464/7296/8503/4089/2475/2932/6601/53358/5579",36
"hsa05214","Human Diseases","Cancer: specific types","hsa05214","Glioma","16/1420","76/9440",0.210526315789474,1.3995552260934,1.47154277326758,0.0985254701051091,0.221521318406258,0.145059859666277,"4616/1026/1647/5336/1643/7157/6464/8503/2475/57118/808/814/53358/5579/815/57172",16
"hsa04928","Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","24/1420","115/9440",0.208695652173913,1.38738518064911,1.75868266914572,0.0562687952688542,0.14289291344871,0.0935712468727785,"65266/2353/1026/4323/7421/64386/6446/1839/3710/9586/148327/5330/64764/196883/10672/6667/387/2771/9826/107/3708/5579/23236/4326",24
"hsa04722","Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","25/1420","120/9440",0.208333333333333,1.3849765258216,1.78581676969596,0.0531404060939017,0.13848711891138,0.0906861794584926,"4804/5336/4792/11213/9261/9252/3656/6195/10782/7157/8767/5908/51135/6464/6272/5906/8503/387/2889/2932/808/814/53358/815/5603",25
"hsa05226","Human Diseases","Cancer: specific types","hsa05226","Gastric cancer","31/1420","150/9440",0.206666666666667,1.37389671361502,1.94226910272908,0.0378511366652725,0.102525913487037,0.0671375320875948,"4616/1026/1017/7475/3082/2535/7046/4609/51384/999/1647/8324/7040/7855/3728/2247/7484/7048/7042/1643/7157/8321/7043/5243/6464/8503/4089/2475/2932/53358/5915",31
"hsa04934","Human Diseases","Endocrine and metabolic disease","hsa04934","Cushing syndrome","32/1420","155/9440",0.206451612903226,1.37246706042708,1.96735506419871,0.0357904728383973,0.100096932165924,0.0655469506839284,"56246/1026/1017/7475/84876/2535/51384/8324/3710/3949/7855/183/9586/148327/7484/1031/5330/64764/196883/8321/5908/54554/6667/5906/2771/2932/107/776/3708/23236/815/1392",32
"hsa04922","Organismal Systems","Endocrine system","hsa04922","Glucagon signaling pathway","22/1420","107/9440",0.205607476635514,1.36685533763328,1.60581710376911,0.0748709687606225,0.178858425372598,0.117122714289278,"5105/2203/5836/3710/5224/9586/148327/2308/5330/64764/6513/5565/2645/5106/92579/31/5534/5530/808/3708/23236/815",22
"hsa04520","Cellular Processes","Cellular community - eukaryotes","hsa04520","Adherens junction","19/1420","93/9440",0.204301075268817,1.35817052854763,1.46054580550492,0.0975595182958311,0.220918187348091,0.144664908483756,"10398/5880/7454/5777/10627/7046/999/10163/1003/7048/8826/5908/7525/5906/387/4089/9475/5792/5818",19
"hsa05030","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","10/1420","49/9440",0.204081632653061,1.35671169876401,1.05336638145282,0.192950105854401,0.37928477950808,0.248368858062207,"9586/148327/5173/64764/8787/4128/2771/2903/2904/2912",10
"hsa03250","Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","13/1420","64/9440",0.203125,1.35035211267606,1.1833300939455,0.156298287154728,0.327845187690405,0.214684425231783,"7852/1234/85363/684/920/27350/80237/60489/256987/29969/22936/8850/4130",13
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","28/1420","139/9440",0.201438848920863,1.33914277029081,1.69490406941132,0.0615605882035503,0.151263159585867,0.0990523750042088,"4318/3875/3310/2353/3880/4846/2289/4313/1839/3710/9586/148327/3762/5330/64764/196883/6464/6667/8503/2771/8648/2550/808/107/3708/53358/23236/9568",28
"hsa04530","Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","34/1420","170/9440",0.2,1.32957746478873,1.82457652697876,0.0468592662361758,0.124958043296469,0.0818268704572959,"4629/8531/5010/912/3059/10398/861/7454/10627/9414/5872/7122/4478/10095/3993/7408/5565/50848/83700/4637/3996/5906/3688/387/9069/9475/5581/8777/776/5522/4734/79784/54566/11346",34
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","15/1420","75/9440",0.2,1.32957746478873,1.20574156003793,0.148520207636656,0.313441419797606,0.205252337321566,"5054/4616/1026/1017/7057/8797/8795/55240/1647/3486/11200/1643/64065/7157/575",15
"hsa04918","Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","15/1420","75/9440",0.2,1.32957746478873,1.20574156003793,0.148520207636656,0.313441419797606,0.205252337321566,"6528/7276/4036/7038/493869/3710/9586/148327/5330/64764/196883/107/3708/5579/23236",15
"hsa04929","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","13/1420","65/9440",0.2,1.32957746478873,1.12188548698446,0.170105096346658,0.351192302884643,0.229972927837557,"6696/3710/3762/5330/8503/2550/776/3708/348980/5579/23236/3767/9568",13
"hsa04730","Organismal Systems","Nervous system","hsa04730","Long-term depression","12/1420","60/9440",0.2,1.32957746478873,1.07758539306837,0.182422145377736,0.369136576529067,0.241723461986598,"3710/4067/5330/5321/10672/2771/2892/3708/5579/23236/773/1392",12
"hsa00920","Metabolism","Energy metabolism","hsa00920","Sulfur metabolism","2/1420","10/9440",0.2,1.32957746478873,0.438754560276035,0.457326895960709,0.695162930137008,0.455216851436107,"58472/4357",2
"hsa04810","Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","46/1420","232/9440",0.198275862068966,1.31811559009228,2.0642689095542,0.0274265920096982,0.0799554885706455,0.0523576332745353,"3645/85477/730/4629/3678/7852/3683/3690/10398/3691/3673/5880/3689/3684/2934/2149/3985/3695/10627/8516/3071/57121/221178/624/4478/10163/10095/2247/2335/3685/5829/55970/3696/8826/3655/10672/8503/3688/387/9475/8396/1729/3984/1128/1132/79784",46
"hsa05032","Human Diseases","Substance dependence","hsa05032","Morphine addiction","18/1420","91/9440",0.197802197802198,1.31496672341743,1.2703481804886,0.131984424382674,0.285551207469433,0.186988856788429,"2564/55879/3762/59345/55970/196883/2771/10681/2550/2785/107/5579/2567/2869/773/9568/27115/10846",18
"hsa04917","Organismal Systems","Endocrine system","hsa04917","Prolactin signaling pathway","14/1420","71/9440",0.197183098591549,1.31085102162269,1.10625395154124,0.172133811595163,0.352464471361525,0.230805987978477,"9021/2353/1154/3659/6776/6774/8835/2645/6464/8503/3717/2932/53358/5603",14
"hsa04919","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","24/1420","122/9440",0.19672131147541,1.30778111290695,1.4397281926571,0.0976150130142727,0.220918187348091,0.144664908483756,"5350/3690/1735/4609/5336/2308/5330/3685/6513/4853/5333/51196/7157/4851/8850/113026/8503/3065/8648/2475/2932/7068/5579/23236",24
"hsa03082","Genetic Information Processing","Chromosome","hsa03082","ATP-dependent chromatin remodeling","23/1420","117/9440",0.196581196581197,1.30684964487781,1.40527297661185,0.103783809083167,0.230333098868448,0.150830119822056,"8969/8336/8331/85235/8329/8337/55766/8330/8335/3013/8338/86/8334/317772/11177/3012/3065/9219/125476/57504/6601/55506/10847",23
"hsa05033","Human Diseases","Substance dependence","hsa05033","Nicotine addiction","8/1420","41/9440",0.195121951219512,1.29714874613535,0.802315138324829,0.26873500760702,0.484479461597226,0.317253992600387,"2564/55879/1141/2892/2903/2904/2567/773",8
"hsa04072","Environmental Information Processing","Signal transduction","hsa04072","Phospholipase D signaling pathway","29/1420","149/9440",0.194630872483221,1.2938841100293,1.52145107071461,0.0830880190421826,0.193902931619792,0.126974379946865,"3577/3579/3576/2207/5294/6850/2149/8612/57121/5336/27128/183/5330/196883/5321/8613/8611/10672/6464/8503/387/1608/2475/7248/107/53358/23236/8525/2912",29
"hsa00350","Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","7/1420","36/9440",0.194444444444444,1.29264475743349,0.740211229981414,0.29235708856474,0.51051187038716,0.334300918796977,"125/8639/220074/221/316/2184/4128",7
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","13/1420","67/9440",0.194029850746269,1.2898885852428,1.00195724211585,0.199446265977276,0.387624381334366,0.253829919233642,"3101/125/5105/3099/2203/221/130589/5224/2645/5106/501/92579/2821",13
"hsa04070","Environmental Information Processing","Signal transduction","hsa04070","Phosphatidylinositol signaling system","19/1420","98/9440",0.193877551020408,1.28887611382581,1.20955249175467,0.143404675392191,0.308320052093211,0.201898687723216,"117283/3710/5336/3707/3613/5330/5333/51196/113026/8503/1608/5286/8396/3705/808/3708/5579/23236/8525",19
"hsa00410","Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","6/1420","31/9440",0.193548387096774,1.28668786915039,0.67272630593279,0.319637352923429,0.541651474904727,0.354692214288897,"339896/8639/221/54498/501/1806",6
"hsa03060","Genetic Information Processing","Folding, sorting and degradation","hsa03060","Protein export","6/1420","31/9440",0.193548387096774,1.28668786915039,0.67272630593279,0.319637352923429,0.541651474904727,0.354692214288897,"164153/23478/29927/6729/51608/6734",6
"hsa01212","Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","11/1420","57/9440",0.192982456140351,1.28292562391895,0.901485681366845,0.230598190319731,0.436419734388044,0.285782812604166,"51703/60481/401494/79993/33/2180/10449/3992/9374/31/23305",11
"hsa04020","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","49/1420","254/9440",0.192913385826772,1.28246645225685,1.92017359895692,0.0366479729172504,0.101557640818967,0.0665034734861046,"5350/7852/5023/3082/3791/2149/84876/55283/5733/4846/845/3710/624/5336/3707/4772/2247/7942/10345/1909/5330/196883/5333/51196/113026/493/5534/5530/57118/808/107/776/3708/814/2903/5026/492/2904/5579/23236/1128/491/3274/815/773/57172/4843/3362/146",49
"hsa00562","Metabolism","Carbohydrate metabolism","hsa00562","Inositol phosphate metabolism","15/1420","78/9440",0.192307692307692,1.27843986998917,1.0389972219462,0.186928571931632,0.373346384895575,0.244480190843491,"117283/5294/5336/3707/3613/5330/5333/51196/113026/5286/8396/3705/27124/23236/9651",15
"hsa05100","Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","15/1420","78/9440",0.192307692307692,1.27843986998917,1.0389972219462,0.186928571931632,0.373346384895575,0.244480190843491,"3678/3059/391/999/10163/10095/857/2335/5829/6464/8503/3688/4735/387/53358",15
"hsa04913","Organismal Systems","Endocrine system","hsa04913","Ovarian steroidogenesis","10/1420","52/9440",0.192307692307692,1.27843986998917,0.84716213221139,0.248732019164251,0.457560505842258,0.299626524633547,"240/654/1545/3949/196883/5321/51478/8644/107/1543",10
"hsa04081",NA,NA,"hsa04081","Hormone signaling","42/1420","219/9440",0.191780821917808,1.27493729500289,1.73215472567626,0.0541793814209354,0.140133136908284,0.0917640492606266,"57817/3690/3953/10268/4160/7200/6776/4093/4881/183/5173/6774/5330/658/3685/59345/10266/79602/55970/196883/10672/8503/4086/657/387/4089/2771/3717/10681/2785/107/7068/23236/4985/7433/4352/5368/7434/7066/146/1392/3061",42
"hsa00514","Metabolism","Glycan biosynthesis and metabolism","hsa00514","Other types of O-glycan biosynthesis","9/1420","47/9440",0.191489361702128,1.27299970032964,0.789457798549641,0.268998770828692,0.484479461597226,0.317253992600387,"117248/2683/11226/55568/727936/145173/6487/64409/79623",9
"hsa04310","Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","33/1420","174/9440",0.189655172413793,1.26080621661,1.4610544332884,0.0905945512947017,0.209157890237432,0.136963857132223,"8061/8840/6423/7475/5880/8549/22943/2535/4609/51384/8324/7855/57216/4772/2239/7484/5330/7157/8321/84133/55366/387/4089/1488/5534/2932/1501/9475/5530/144165/5579/23236/815",33
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","28/1420","148/9440",0.189189189189189,1.25770841263799,1.32961171858022,0.114340324191574,0.252135073858342,0.165106810910909,"4616/2353/1026/4791/7475/3280/2535/4609/51384/26508/1647/8324/7855/2247/7484/1643/4853/7157/8321/23493/4851/6464/6667/8503/8648/2475/2932/53358",28
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","7/1420","37/9440",0.189189189189189,1.25770841263799,0.66087027896819,0.317912940493224,0.541651474904727,0.354692214288897,"4616/1026/4609/999/1647/1643/7157",7
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","17/1420","90/9440",0.188888888888889,1.25571205007825,1.02562033827806,0.187758501706205,0.373346384895575,0.244480190843491,"7097/2353/5777/4615/920/4792/4772/6774/3459/8503/5606/3717/2475/5534/5530/1147/5603",17
"hsa05215","Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","20/1420","106/9440",0.188679245283019,1.25431836300824,1.10794125746411,0.164932163439721,0.343858571050086,0.225170545302076,"4318/7850/3645/1026/1017/2346/2350/4792/9586/148327/2308/64764/7157/2078/2950/8503/2475/2932/1147/2119",20
"hsa04664","Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","13/1420","69/9440",0.188405797101449,1.25250051030823,0.885755418376989,0.230896487379721,0.436419734388044,0.285782812604166,"2207/241/5880/6850/240/695/5336/4067/3937/5321/8503/5606/5603",13
"hsa04916","Organismal Systems","Endocrine system","hsa04916","Melanogenesis","19/1420","101/9440",0.188118811881188,1.25059266490029,1.06536600554164,0.175899451694934,0.358043854337617,0.23445956189795,"7475/1906/2535/51384/8324/7855/148327/7484/5330/64764/196883/8321/2771/2932/808/107/5579/23236/815",19
"hsa01521","Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","15/1420","80/9440",0.1875,1.24647887323944,0.931551244118362,0.214948653299583,0.413085680084115,0.27050286272338,"3569/3082/3791/5336/2247/6774/3570/10018/6464/8503/3717/2475/2932/53358/5579",15
"hsa03272",NA,NA,"hsa03272","Virion - Hepatitis viruses","9/1420","48/9440",0.1875,1.24647887323944,0.720346180579475,0.290529590606783,0.509909077391497,0.333906188989536,"5010/3339/928/7122/3949/967/975/9798/9069",9
"hsa00052","Metabolism","Carbohydrate metabolism","hsa00052","Galactose metabolism","6/1420","32/9440",0.1875,1.24647887323944,0.587659844484541,0.348082891213192,0.575675550852587,0.376972361941412,"3101/3099/2683/130589/2645/92579",6
"hsa00071","Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","8/1420","43/9440",0.186046511627907,1.2368162463151,0.654894115990353,0.315422726839672,0.541651474904727,0.354692214288897,"125/51703/33/2180/10455/10449/501/23305",8
"hsa01040","Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","5/1420","27/9440",0.185185185185185,1.23109024517475,0.505963801777832,0.383730636986269,0.61683803328634,0.403926986301336,"60481/401494/79993/3992/11332",5
"hsa03320","Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","14/1420","76/9440",0.184210526315789,1.22461082283173,0.82723090964764,0.246120236213472,0.455190114287281,0.298074309845404,"5105/51129/51703/123/2171/1593/5360/33/2180/2173/5106/1622/10873/23305",14
"hsa04971","Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","14/1420","76/9440",0.184210526315789,1.22461082283173,0.82723090964764,0.246120236213472,0.455190114287281,0.298074309845404,"3772/115111/3710/6522/5330/196883/2771/808/107/3708/5579/23236/3274/815",14
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","13/1420","71/9440",0.183098591549296,1.2172188057925,0.773036424338005,0.264182754026688,0.480840568175559,0.314871118695133,"3101/6510/9123/3099/4609/5224/6513/2645/7157/8503/3417/2475/57103",13
"hsa04912","Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","17/1420","93/9440",0.182795698924731,1.21520520975314,0.877562617176529,0.227379299814681,0.434547106312501,0.284556550645273,"4323/4313/1839/3710/5330/196883/5321/2002/5606/808/107/776/3708/5579/23236/815/5603",17
"hsa04726","Organismal Systems","Nervous system","hsa04726","Serotonergic synapse","21/1420","115/9440",0.182608695652174,1.21396203306797,0.971362195067205,0.197811467352222,0.386631504370251,0.253179748883824,"1843/240/3710/5742/3762/5330/59345/55970/5321/4128/2771/351/10681/2785/776/3708/5579/23236/773/3362/9177",21
"hsa04130","Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","6/1420","33/9440",0.181818181818182,1.20870678617158,0.505344972654458,0.376729103494417,0.611296281141884,0.400298054358516,"8676/8673/10791/6809/112755/6804",6
"hsa00340","Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","4/1420","22/9440",0.181818181818182,1.20870678617158,0.41237141120165,0.427108754261433,0.662837851932673,0.434049266565459,"221/501/4128/3067",4
"hsa04727","Organismal Systems","Nervous system","hsa04727","GABAergic synapse","16/1420","89/9440",0.179775280898876,1.19512581104605,0.778216934595051,0.257917488652827,0.471934128173258,0.309038872181999,"2564/55879/9001/59345/55970/196883/2771/10681/2550/2785/107/776/5579/2567/773/9568",16
"hsa04144","Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","45/1420","252/9440",0.178571428571429,1.18712273641851,1.26688244444993,0.120752629517916,0.262904459203564,0.172158978793031,"3577/3579/3310/7852/1234/92421/3561/9744/3133/3105/3106/55616/7046/2350/26119/7456/3134/3949/27128/3107/10095/857/7048/1601/10938/30844/387/3482/9798/868/387680/26056/8853/50807/11267/57403/3798/84440/3800/116986/9922/9815/4734/2869/440073",45
"hsa04340","Environmental Information Processing","Signal transduction","hsa04340","Hedgehog signaling pathway","10/1420","56/9440",0.178571428571429,1.18712273641851,0.59094430936285,0.330216328475951,0.556835377430036,0.364635161474993,"4036/64399/2619/50846/2736/2737/6608/2932/1954/11127",10
"hsa00601","Metabolism","Glycan biosynthesis and metabolism","hsa00601","Glycosphingolipid biosynthesis - lacto and neolacto series","5/1420","28/9440",0.178571428571429,1.18712273641851,0.417238713202454,0.415583302122398,0.652788383242489,0.42746852513431,"2527/2525/2683/84002/6487",5
"hsa00790","Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","5/1420","28/9440",0.178571428571429,1.18712273641851,0.417238713202454,0.415583302122398,0.652788383242489,0.42746852513431,"55034/873/8644/5092/5053",5
"hsa00120","Metabolism","Lipid metabolism","hsa00120","Primary bile acid biosynthesis","3/1420","17/9440",0.176470588235294,1.17315658657829,0.300669144744328,0.48234142856571,0.706065750751508,0.462356397370939,"80270/1593/9420",3
"hsa00430","Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","3/1420","17/9440",0.176470588235294,1.17315658657829,0.300669144744328,0.48234142856571,0.706065750751508,0.462356397370939,"339896/2687/2330",3
"hsa00450","Metabolism","Metabolism of other amino acids","hsa00450","Selenocompound metabolism","3/1420","17/9440",0.176470588235294,1.17315658657829,0.300669144744328,0.48234142856571,0.706065750751508,0.462356397370939,"11185/1491/7296",3
"hsa03273",NA,NA,"hsa03273","Virion - Lassa virus and SFTS virus","3/1420","17/9440",0.176470588235294,1.17315658657829,0.300669144744328,0.48234142856571,0.706065750751508,0.462356397370939,"4629/10332/79784",3
"hsa04970","Organismal Systems","Digestive system","hsa04970","Salivary secretion","17/1420","97/9440",0.175257731958763,1.16509365471178,0.687690548486179,0.285130230446295,0.502998970633464,0.32938121087993,"4069/1755/55503/683/3710/6522/5330/196883/493/808/107/3708/492/5579/23236/491/146",17
"hsa00500","Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","7/1420","40/9440",0.175,1.16338028169014,0.435698124484375,0.396246398191617,0.631059078601464,0.413239421116014,"3101/3099/5836/2645/2632/92579/2821",7
"hsa00140","Metabolism","Lipid metabolism","hsa00140","Steroid hormone biosynthesis","11/1420","63/9440",0.174603174603175,1.16074223116477,0.538627211248754,0.34572634631439,0.57454040160459,0.376229026754536,"3291/220074/1577/1545/9420/51478/1645/8644/1571/412/1543",11
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","11/1420","63/9440",0.174603174603175,1.16074223116477,0.538627211248754,0.34572634631439,0.57454040160459,0.376229026754536,"4051/240/6916/5730/2687/5742/11145/873/5321/8644/1571",11
"hsa00220","Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","4/1420","23/9440",0.173913043478261,1.15615431720759,0.315487102600978,0.462768345934229,0.695162930137008,0.455216851436107,"4846/2746/4843/2747",4
"hsa04973","Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","9/1420","52/9440",0.173076923076923,1.15059588299025,0.458192748550129,0.38006843105094,0.613819437941424,0.401950305139121,"3101/6518/3099/5330/8503/92579/776/5579/23236",9
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","41/1420","238/9440",0.172268907563025,1.14522428689786,0.95478722112195,0.192570634650363,0.37928477950808,0.248368858062207,"4804/51365/1945/115727/5880/3082/1942/3791/1435/284/1969/1436/5336/5228/2247/11145/59345/55970/51196/11186/5321/5908/2002/6464/5906/8503/5966/387/10928/10681/9462/2114/1147/2785/808/83593/2903/53358/2904/5579/5923",41
"hsa01522","Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","17/1420","99/9440",0.171717171717172,1.14155640916204,0.595758750229775,0.315687709922122,0.541651474904727,0.354692214288897,"4318/2353/1026/4313/1839/1031/196883/4853/7157/4851/6464/6667/8503/2475/107/53358/5603",17
"hsa05211","Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","12/1420","70/9440",0.171428571428571,1.13963782696177,0.493403569880973,0.359489430516338,0.588877924274383,0.385617734989957,"1026/3082/7040/112399/7042/6513/7043/5908/2034/5906/8503/2889",12
"hsa01200","Metabolism","Global and overview maps","hsa01200","Carbon metabolism","20/1420","117/9440",0.170940170940171,1.13639099554593,0.624627023342969,0.302698891105684,0.525901103739168,0.344378323745967,"8277/3101/3099/2203/5224/29968/6470/8801/2645/26227/2731/2746/847/3417/5096/10873/283871/2821/55753/2747",20
"hsa04082",NA,NA,"hsa04082","Neuroactive ligand signaling","34/1420","199/9440",0.170854271356784,1.13581994479439,0.814799180979299,0.234040781637199,0.439945513022931,0.288091615015016,"2564/5023/140/4160/55879/5173/5330/59345/55970/196883/2771/10681/2550/2785/1141/2892/107/2903/5026/2904/5579/23236/2567/1128/4985/3274/2897/1132/2912/9568/3362/5368/9177/146",34
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","10/1420","59/9440",0.169491525423729,1.12676056338028,0.41096570315249,0.394309763084277,0.630895620934843,0.413132383353906,"4616/1026/4609/999/1647/1643/7157/2002/8503/2932",10
"hsa04814","Cellular Processes","Cell motility","hsa04814","Motor proteins","33/1420","197/9440",0.16751269035533,1.1136054908129,0.67802536314287,0.276849933604444,0.496022797707962,0.324812970347319,"72/59/4629/64005/124602/84617/10398/81930/4542/10627/201625/4643/4634/6993/4637/63971/1778/3831/1639/547/27175/9371/3797/3798/3800/11127/4430/90990/64147/57576/64837/79784/23046",33
"hsa04622","Organismal Systems","Immune system","hsa04622","RIG-I-like receptor signaling pathway","12/1420","72/9440",0.166666666666667,1.10798122065728,0.387000049757048,0.398364835767632,0.631509232737628,0.413534197692327,"3627/3576/3665/4792/8717/3661/9641/79132/843/1147/7187/5603",12
"hsa00512","Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","6/1420","36/9440",0.166666666666667,1.10798122065728,0.273126068816671,0.462319769990109,0.695162930137008,0.455216851436107,"10610/117248/11226/55568/64409/79623",6
"hsa00020","Metabolism","Carbohydrate metabolism","hsa00020","Citrate cycle (TCA cycle)","5/1420","30/9440",0.166666666666667,1.10798122065728,0.249249347073313,0.478277403395966,0.706065750751508,0.462356397370939,"5105/8801/5106/3417/55753",5
"hsa04110","Cellular Processes","Cell growth and death","hsa04110","Cell cycle","26/1420","158/9440",0.164556962025316,1.09395614191478,0.501132902400281,0.340828476016117,0.571926808534362,0.3745175551602,"4616/1026/1017/1028/7465/701/7272/4609/1647/7040/11200/4175/1031/8556/7042/7157/7043/4171/3065/5000/10735/4089/4172/5591/2932/51434",26
